Text,Emotion
Mujy us sy bht pyar tha ... Or hy b but ma us k khny py chup hun ... Ma chahta hun k wo khush rhy jaha b rhy ,love
Uncle jaman le k ane hain,neutral
"payoneer card received hone ka bad ap usa k fake identification create krenge then paypal ma wahi use krenge,",neutral
She got sharp figure btw :p ,joy
Yahn s card mily ga agr kehta hy wo send kr deta hu num,trust
Yahi k apki zindge khubsurat bnaon ga ... IA. ,optimism
Me bd me he aun ga . . . . Abi'sone lga hn,anticipation
"i phone le raha hn zohaib sy  iphone4,",surprise
Yr wo nahi poucta kuch b ,neutral
Yar ma eca ki assignment ab kese submit krwao?,neutral
Farooq yara Islamic studies ki assignment ki writing ka style kya hona chahye thora guide karin zara ??,trust
Subha ya early dupehr tk de dena ager masla haito. Tcs na kero,neutral
"Yar ma na net sa aik folder download kiya tha os main he sab kuch mojood tha.....,",neutral
Meray hogaye hai puray atlast :-),joy
Is ka matlb ap ne nahi ana....,neutral
Pata nahi cr ka to confirm ha,neutral
Me ny kab kuch kha hai,surprise
"Marjani bus hi nai ayi abi,",disgust
Match Mae pehly kon batting kr raha hy or score kitna hy......,neutral
bs keta hwa hu tm sunao uni sy aya hu ,neutral
Sir ne abhi send nahi kiye...,neutral
apni ap koi 3 imported wishes bayn jo ap pori krna chahta hn hary up now,anticipation
Na bro us din koi duty nahe hai. Bus kal ki hai baki phir kisi din ki koi tension nahe,optimism
Students ko 11 bjy ka kah dia ha mai ny,neutral
Pairing wohi hy Jo sadiq bhatti nae laqyahi tha Bas thek hi hoa Kal ka paper,neutral
Yar kaisa hai do dino sai aa nai raha bara noqsan ho raha hai parhai kaa....,fear
Han yar kam ho jai ga parha dn yar tension na lai,optimism
Me Thori Daer Tak Ghar Pohanchun Ga.,optimism
rasty ma ho. by da way jana kaha ha.,neutral
Yar tojhy mughalpura wali side par koi kam nhi ,anticipation
"My abi aya ho uncle k ghr .
Sham ko cla gao ga hostel",neutral
Uet me painday bht hoty :D,joy
Yr agr mra laptop use kro to usme tabs na bnd krna jitne b open hue ve hn,trust
kuj ni yr news daikh ra hn waili awam daikh ra hn or kia :-P :-P :-P,joy
Yr Ahmed laptop de yr hon,trust
Nai just wo waly msg tum ny khud type kiye ... Not frwrd msg nor poetry ... Or not funny also ... Okay just coversation its a research jis pata chal jay msg dykh k msg type krny waly ki age kia hy ...  ,neutral
Main thokar aa rha hn ... Tyota yahan se nikal para hai ,optimism
Ye acha hy skp main best o gya,neutral
Me sir k cabin may betha hn,fear
Hawn g nw me happy happy n relaxed,joy
"Yar abi class tu nahi hu rahi but agly lecture k kam dekhna hy.
Tun kahan hy",neutral
"Yaro kisi ny dsa ki book parhi ha jo group ma posted thi ? Yar wo to fortan ma ha c++ ma to nai :/ ya mujy hi galti hui ha??,",disgust
to hud hi dekh le bhai bad me na kahin ke kia howa!!?,fear
Nashta b kr lia ma itni der ma,neutral
"Hawn naa n mera group partner ak larka hy he is damn genius par uska half face khrab hy right side scary birth marks n wo cosmo plastic surgery krwata hy tw he cant speak properly 
par uska artifical inteligence ka project yar im amazed to c neuro computer pay banaya usny human brain feelings k change hony sy clours on paper change n abstract art banta",surprise
Hm gud yeh to bht achi bt ha.,joy
Es uni da hal v pcc tarah da wa aj accounting da teacher change ho gya ha ab wo dobra sy study karwy ga sub kuch phala month zaia gya,disgust
Phnch k apne kaam shuru krdena mein ab bus pe aunga 11 bje subha bus nikal gai thi,optimism
R interior ka 5 ko hai,neutral
Nae hoskti yar wo kh rha 20 ghnte max hai so that will be 10 pm at night,neutral
Dnt go before 15th. Hina ko bhi akelay aanay janay mein issue ho ga,neutral
yr apni mama se kah do dhoond de ...muje urgent chahiye...,trust
Hmmm wo to kbi poori nai hui ji khana b khaya,sadness
"Was. no problem. papers kaisay huay? Good luck for ur result
 Jee report aa gae ha but doc k pass nahi gae: (due to susti u know. Bacteria found but intensity kia ha ye nahi mention.",sadness
Mamo ji aj intzaar ki ghariyan khtm hO jaye gi.. ‚ò∫Ô ∏è üòâ,optimism
"Ustara lagwa li munh py tu anay sy pehle,",neutral
Han mujy to itnaaa gussa hi awta he thora thora to awta hi nai he,anger
Rafaa the clay 9th time champÖ,neutral
"Me Ne Facebook Pe Aik Link Inbox Kia Hai. Wahan Se Apna Result Check Kar Lo. """"Lahore Business School"""" Ki Option Me Ho Ga.",optimism
Shami ko kia kehta rehta hai,disgust
Yar Monday ko ajain gari ka kam krwana midkumeri sa,trust
"main ghlt hn, or waja mri soch h larai ki. hena? tjhe phle b bla tha k tu bta try acrdng ksi h frndshp. lakn tne nh btaxa ",anger
raat b achank aankh lag gye or kch pta nh chla. subh msgs parhy mane. sory 4 that,sadness
Yr tm bs it me krwa lo na,neutral
War gy waha kya kr raha ha,disgust
Mera confirm nai abhi mjhe university mein kamoun pe lgaya hua hai dept ne. Uni ana pr gya hai.Mein try kerunga 4:30 pe bus chali to gher a ker udher se a jauna.,sadness
oee kal thori hai quiz ....kardoon GA Subha tension na lay,optimism
Oye laptop installing update pe phas gya ha kia krun ab?,fear
I wl b reasy at 8:30,optimism
"Pata ni tumhara kia seen ha ,tumhara sir ne tu kuch parhaya he ni ha",disgust
Maria tumare pas humare fyp ki documentation pari hay?? Agar hay to muje email krdo?,trust
Or han sary msg ak e number sy send krny hain. ,neutral
V r coming now aftari k bad wapis chale jae ge,optimism
Me b thek alhmduliAllah! Aur kia ho ra e aj kl??? ,neutral
Yar bc tum log late krwao ge ,anger
Me b nae le ska lctur.,sadness
Min nae kaha ka cake wagarha distributed khar lae gae aur baqi be khar lae ge.,neutral
Ziyada ziyada 50 score se har jayr,fear
california daa ptaa naa aithey ajaa,neutral
Meri ankhun me wo e sceen,neutral
oYee tujy kia hua hai Asad Malik :P,joy
system ky lea market nhi ghoma laptop ka idea hai but agar 20 ka huga tu bht acha hu ga may be sasta hi hu is sy zaida mehna na hu,anticipation
room m mubeen wahan kothi par hy .. kam tha osy  btai beghair chala gaya,disgust
Me Half Hour Tak Ata Hun.,optimism
Yr nhi esa nhi kry gy hum,pessimism
Ok. Bad ma bat kartay han.,neutral
lol . .  problem e problem ay :-P ,joy
Yar doctor thir sb parha rhye ha na.,neutral
Mery pass hy mil gya yahoooo,joy
Tm ny bna li k nahi,anticipation
"sir ny chawal mari hai yar avi ,",disgust
bus tmmmm koshish krns k bt ns krns,neutral
Nb k bhr a tera crush khara he,neutral
Laptop chahye muje data verify krana ha,trust
Wo khty hstl lfe lfe nae azab ha.,disgust
Han ha bs dua kro mil jye,anticipation
jb to job pr lgy ga phr to khy ga k haider thk khta tha,anticipation
Roll no nahi cnic no. Chahiae,trust
Hey tmne call to nai ki?,fear
O nai yar...etni b mrk8 nai giri abi,optimism
Yr m free ni h tb,pessimism
Mere liye bht mushkil hai ana koi car nai mere pas tmne nikalna hi hai to gher tk ajao jb brarish rukay.Mere zehen mein project k ilawa kuch nai hota lab mein.tmne deni thi wo.mjhe usb lene bhi nai yad rha farooq se.,pessimism
Mujhay khud nhi pta. Last lecture mn main nhi gaya tha,fear
Ye 1 din ka kam nhi hy,neutral
Yawr mamu ko bol tujhe drop.kar jain cinestar,trust
Ha bht piyara mausam tha suno . Bilkul ap ke jesa.,love
I hav talked to imran. Plz email him missing page nos,neutral
"Yar ma 8 bjy sy idhr bethi hui hn :'(,",sadness
I was busy today.I'm checking it now.I'll try to find alternative methods to achieve the required functionality.n you havent sent the pics to test the code on,optimism
"Rehne do
Phir kisi din ;-)  ",optimism
"Meri bike ki chabi teri gari may reh gai :p when u be back :p no rush no hurry, bs ye bta aega kb",joy
Hmm :( mje to ab Sir Umair pe b herat ho rhi h >_<,trust
G wo bhi ager koe source ho apka tou i guess.,anticipation
"Yehi k main time nahi deti ya  khayal nahi rakhti 
kyn main hi tu srf rakhti hon khayal :-P",joy
Yr bta na nust ki last date kb ha?,neutral
Saturday ko event hy pakges mai .... My learning site py tha ma ny link b kia tha send apko .... ,neutral
Ye sir show off k lie pehni hai,disgust
Hstel wala kah raha tha 1 date tak inshahALLAH ap ko mil jay ga,anticipation
Pta ni.chala ba pait dard phr surgry okara cant main ha,sadness
Umer mera mble update tou kr dy tu ny kaha tha k yad krwao tjhy boot wagaira krny thy tim lagy ga kr dy yar plzzz ,trust
Pata nai .. Yar confrm nai tha gaaon jana thaa to nai ja skta hun ,disgust
Ghr waly khush hn marks se?,anticipation
Maon abi masjid ja raha hun namaz k liye,neutral
Sai gal a o chat e gya a,neutral
Yr bhr to bt barish hori hai,fear
Han kya sen ha hstel ka,anticipation
Mari study thk ja rahe ha mjha laptop ki zaroorat ha,neutral
Yr nurse buhat chokas hai :p,joy
ni koi msla ni hai unho ny khud kaha,neutral
please bring  double sheets as told for Ps test,trust
Rok koi nahi raha per app disturb kar rahay hoo....,disgust
"Hm late hain biryani nai a rhi,",sadness
"Kal tim, sb kuch don ho chuka tha, mje unaho ne kaha tha k ap a kr just tax ya cal kr dena",neutral
Han uske dialogues e to bht sweet th or acting b :D,joy
"Main apna das ryan,q k hun aina time v nai a,baqi cheezan bht time le raian ne",pessimism
Ni na..  automatic ki option e nii dii Sir ne :D,disgust
Han mil jae g but girl ho ye cnfrm ni :p,optimism
Hamid ne tyar hu jana tha agar wo ptya na parhta.,anticipation
Tu  parhna hota ni hai  bas batain hi karta hai yeh hai wo hai gandu,disgust
Yar yai do numberia laga rahai hai,disgust
Muje aap ne is baar apna ghar b dikhana he poora,optimism
Yess to us k pas janay ki kya zaroorat thi mje wo khud e na jama karwa atiiii,anger
hehe...fsd ma jo cmps bna ha ucp ka wahan ku ni jaty tm log...lhr ku aana ha :-P :-P :-P :-P :-P ,anticipation
Ye kahin khayaban-e-amin ko to nhi tkleef h :'(,sadness
Mera acnt start hny m bht tym lg gya tha mene 3 ko pesy jma kraye thy bank me or accnt prso start hua hy ic liay late ho gya,sadness
Hr cheez ka sahi time hota h. Abi wo college me he to uska mind lrkiyo wala chota zehn he. ,sadness
lg jaye ge waqt k 7 7,optimism
Please find below a bit of a new one,neutral
"Han dekh lo agar improve karna to wesy mery khyaal sy UB tujhy FSc sy nikal ky aik achaa engineer ban'na chahye Jo Terry liye kafi aasaan hai CS ya SE,,,",optimism
Qabristan waly k num dy dy ma khud mill leta hoon kal us sy,trust
Me theek hon g.. Ap sunao??,neutral
To so jao dobara tm log.,neutral
Yar ye assgnmnt submitt kb tk krwani ha ??,trust
Han.usne ma'am ko cl ki the,neutral
Yr ma'am ka pde ka paper bhe ganda tha,disgust
"Yar mai nai jo d.e ka homework ki submission thursday likhi hoi hqi copy par monday ko sirf quiz hai
Mam sai cnfrm kr lai aik dafa thursday hi submission hai",neutral
mjhe koi msg nh mila tra,neutral
Jutt s poch usy keh 9;30 p nikl pry ghr s,neutral
Han g kya hal hy janab,neutral
Sir kb tk aa rhay hain uol?,anticipation
Oh :-P bukhar hai yar :-|,joy
Good. Life bht bzy hou gai hou gi? ,anticipation
Hmmm chalo thkk haiii wo better ha,neutral
Han teri cl ai hoe ti,neutral
yar abhi to bank account khali para hai mera.recently ura diay hein saray meine,fear
Hmmmm yahan b yehi haal pata ha factory baich di,disgust
Itni der jo mai keh rha voh krlo,neutral
Imran is sending an email. Plz check it,neutral
Yr abi dost k pas hun. Jb b free hua tu ap ko batata hun.,neutral
aoa sir when you will be available in new campus?,anticipation
Yar wo to bht purani ha jb tm or m colage m hty thy yad ha ye tb be asi e bato pe hmri lrae krati the tm ub be us ki bato m a jati hn,disgust
Ready rahin !! Main 7:05 tak pohanch jaaoun ga !! ,optimism
Ohoooo. Hmmmmm chalain koi baat nhi . ALLAH khair kray ga,optimism
Send me invoice number and access code of abbu report of Shaukat khanam.quikly,trust
Tahir aik din mila tha pcc main,neutral
"Yani usme 1st sem ki %age or cgpa mein first sem ka cgpa??,",anticipation
InshALLAH baba kal uni bhejti. Wo kia bt kar k ayn?,optimism
Hahaha k0i jagh ni hai yr,joy
Ok.mai thora rest kr lu thn baat krte hain,optimism
acha hy subha barish hoi thi,neutral
Plz yarw ya kam kar day mera ty,trust
O bhai program bnae Tom na,anticipation
I am a bit more about,neutral
"Guyzz 2D array k liye memry allocate krani o to us ka syntax kia hta e??? Nd is k liye dono dimnsionz variabl ho skti hn ya kisi aik ko cnstnt krna prta e????,",trust
butter cheez bread pe lago ur kaho,neutral
Nai yar koi masla nai..tm relax hoke apni treatments krao :D,joy
Ek din main kia kary ga tu yr,neutral
Yaaar kaunsa rooom no hai  reply fast,trust
Me hi rkhwa k gya tha,neutral
m waiting for your call to meet sir abid,trust
Par yr bs ki value zaida ha engineer ka word lg jae ga tmhre name k sath,optimism
"Yar subha zara jaldi aa jai discuss kr lai ga...
Jaldi aa jai bahi…",optimism
Yr meny late aana hy tu adeel sa rabta kr k us k sath chly jana,trust
Yarw mujhay 1 bat samjh nai a rahi tunay ya kuo kia,surprise
wo pahly to kahty e hn pr man jayngy,optimism
"Yes I know, I was also thinking about that right now.",neutral
Yr laina tha tu poch raha ho na.,neutral
Kal eid kr rhy ho phr?,anticipation
Good ar kch hai wahan krne wala?,anticipation
Hum 2no ku plz bt krne dae.,trust
Ha khaya but me zyada c0ke e pi,neutral
Hlo kal munem n folis calculus book k 250 la ana jo ap n friday ko mj s li ti,neutral
"Haandi roti kr kr k ,",neutral
"Daikha tha  main NY nai mil raha  tha  udar  sy b yara,,,",fear
Hahaha me too yar ALLAH karay khairiat say farigh ho Juan to join u people.,joy
Me aa jaooon ge time per,optimism
Yr php ky totrial apky laptop mn kaha parx hn,neutral
Umair nae bi join kr li hy,neutral
"mere ghr aajaya kro walk krke roz, smart hojaogi :P",joy
"Hstl ki lisy ka kya krnaa h ab tu ny????
Oaay madih DI ho gya  . . Pata chala???
Haaainnnnn :O form jma kraya thaa ???
Haaan haaaan bikul ..   puri tarhaa mehnat karin !! IR b h naa :-D 
nai to . .  hm ny khan krwamay thy . .  pata e nai tha kab hny thy",anticipation
Ye janab setting se agar password abi change nhi kiya to ma kr deta hu ye b :),joy
Main tu gari main beth gya hun but wo pagal ka bacha chala hi nahi raha,disgust
ni 6 ya 7 tk bilal dawoo pa,neutral
Han yr tm jeldi c thk ho jao,optimism
khalo m kb ao ap ki laboratory..?,trust
Mery nana abu ki tabiyat bht khrb hy m un k ghar hota hn aksar .,fear
Yr tahir k ktny marks bnay hain?,anticipation
Han usky no boht achy thy intr ky,neutral
"Sbse sweet character mje jo lga wo h.. ;)
.
.
.
Anatolia ki baharay gull :D
(I hope mene jga ka naam ghalat na likha ho bs :P )",love
Why? Bloging wala time coding ko dya kar.,neutral
Ehsan kia hai na hum pay,anger
Good.. Sido ki b 10 oct ko hy na,anticipation
Seems like even bigger issue. You know keera!!!,fear
Ni yar sali ne lift hi ni karai...,disgust
kbi engine ka masla par jata hy kabi koi or,anger
"Yar tera gol chakar chakar laga aj kal 
Agar terai handsfree sai ja rahai hai to woi walai merai liyai bhi pakar li",neutral
Spcl chezain jaldii nae ati na time tw lagta hy,optimism
Es time net hai ap k pas to sy dakh do,trust
"Yes sir, nice prediction. However, I wish it wouldn't get right for yesterday ;)",optimism
Hmm yami ye tum ne banaya,neutral
Ni mene ni jana dost ny jana ay,neutral
Yawr husnain 1 . 2 aur 7 chapter ata ho to paper acha hasa ho jata ha ,optimism
chl a  b ja yar itni dair ma to ma phnch b jana tha janab,neutral
Yar abhi 500 words rahtai hai ....,neutral
Yr enviromental science kaisi degree ha,neutral
"kal sy kr ln ga us sy.
aj to tm kr lo",optimism
Pagalwagal to nai ho ???  Tum smjhti kia ho apny ko ,anger
Yar tm apny doc bj dna,neutral
Ma b aaya tha thori dyr phly .. Chburji ... Abu g k sath ...  ,neutral
"Hell no, in lot of chest bone pain can't even move freely",sadness
tra dil dimagh kya kehta h?,neutral
Plz meet dr umair at 2:30 regarding synopsis,trust
"Mery say ammi ki cheezain lay laen!
Ok",trust
"kal ka karna parna
kal ka banana
awais se pucha he reply nai kar raha
yar reply nai kar raha
yaar wo reply nah kar raha or mere pass balance nai h",anticipation
"Yara 2no campuses achy b hain Aur aik jaisy faasly py hain jahan sy marzi kar lay magar Jis main interest ziada hai tera WO Karin campus py nai jain,,,",neutral
Yr gr k khny ki to kya hi bt ha.,love
Nahi yrr me ni jna . .jao tum log,neutral
To aga humara admsn %tile ki base per ho ga ya marks ki base pe?,neutral
Ok yar ma namaz parhne laga hn zara,neutral
Hahahahahahahaha jan nahi likhna tha jani likhna tha nasir ko tjay kardiya,joy
Mil gaien pic.mama ko dikha daita hun thnx.,joy
Yar bs bore hi hta hn normaly :-P gohar and arsalan are mostly serious :-P,joy
"Motors le aya hun, kaheen se rubber ka hard pipe lao ab.choti choti bht si cheezein hein krne wali uskey ilawa bhi kal subha 8:30 a jana",trust
"Yar tu confident hai?
Q k wo kh rai k phle hire kr bad main mai mje 0$ ki invoice bhejna main bank m paise bhej dungi",fear
Main net cafe gya tha 7:15 pr pf k lectures download kiya or fb sy wo question wali pic li hy but lab waly documents nahi mily,sadness
If you have any questions about our,neutral
Mgar jo kal sahe hai wo sahe hai,neutral
Robocave roboticspk pe dekho items for complete specs. Aur mein aik file rkhi hai robot ki data sheet ki wo dekho,trust
Yar msg me when u will get free :(,trust
Me lahore hu kal jao ga .,optimism
tmhe pata hai. lame excuses :p ,disgust
Iss uniii mai coke ana band hogae mera dill uth gaya h ,sadness
Yar mujhe sirf or sirf us ki haya pasand ha or us ka dil boht saaf ha ma ne kafi bar observe kia ha,love
"acha me ny zohaib sy poocha tha bahir jane ka wo ready hai tu bta de agar teri marzi hai to,",trust
Yar mara ab 15 ko paper hy next .... So mujy koi kam nai hy university ,neutral
"Hi sweety 
How r u ?:-) ",love
Eid Mubarak to u and ur family... Be blessed :),joy
to ma urh k aon phr ? rasty band hain sary tn krwa dy meri b,disgust
